id,text,label,dataset_id
029-0000900-5,The story which fits neatly into the current U S propaganda meme that the Russian government somehow is undermining American democracy by stirring up dissent inside the U S quickly spread to other news outlets and became the latest proof of a Russian war against America ,0,29
029-0000058-1,On Thursday morning the president spending his Executive Time watching Fox amp Friends angrily tweeted about his Democratic opponent in 2016 while slamming the infamous dossier in an attempt to distract from the ongoing probe by special counsel Robert Mueller into the Trump campaign s alleged ties to the Kremlin ,1,29
029-0000816-56,Latest odds from FiveThirtyEight 85 1 Trump 14 9 ,0,29
029-0001163-2, I just hope the final determination is a truly honest one which is what the millions of people who gave us our big win in November deserve and what all Americans who want a better future want and deserve Trump told thousands of cheering sign waving supporters packed into an arena in Huntington ,0,29
029-0000364-107,Mr O Malley said parents and students were being charged 7 to 8 interest on government backed college loans ,0,29
029-0001134-17,A local emergency was declared in Charlottesville earlier in the day ,0,29
029-0000974-7,This assertion is hardly a simple assertion of family pride it goes directly to the nature of what became known as the Steele dossier on which the Russiagate narrative is founded ,1,29
029-0000409-26,The reliance on China to deal with its nuclear client North Korea is another dead end ,1,29
029-0000917-2, That s our word and you can t have it back Dyson told Maher who agreed I did a bad thing Maher responded For black folks that word I don t care who you are has caused pain I m not here to do that The real question of course is how Maher still has his job but apparently celebrities can commit any manner of sins and have them excused as long as they re liberals ,1,29
029-0000379-12,Regarding Kansas school funding the Kansas Supreme Court should stay in its own lane ,0,29
029-0000754-14, We re telling our sons that it s OK to humiliate women the first lady said We re telling our daughters that this is how they deserve to be treated We re telling all our kids that bigotry and bullying are perfectly acceptable in the leader of their country ,1,29
029-0001032-8, Anthony Bialy October 10 2017,1,29
029-0000424-7,Pro EU will be given a fresh opportunity to try and block Brexit by voicing their concerns in the House of Commons and Lords ,0,29
029-0000959-0,Alana Goodman of The Daily Mail says that Chelsea Clinton literally fled the scene when she asked about returning Harvey Weinstein s donations to the Clinton Foundation ,1,29
029-0001021-5,The incident happened on the second floor of the main terminal around 9 45 am local time on Wednesday according to WNEM TV The officer is in critical condition ,0,29
029-0000275-2,Check out some Watters World exchanges below ,0,29
029-0000026-11,Weinstein s case again isn t unique In President Trump s infamous Hollywood Access tape television host Billy Bush laughs offthe notion that Trump could simply grab women by the pussy because he was a star His supporters and advisers dismissed it as locker room talk Former Fox News anchor Bill O Reilly and former CEO Roger Ailes were repeatedly reported to human resources at Fox Newsand reportedly no action was taken Football coach Joe Paterno was let go from Penn State because of what he may or may not have known about convicted rapist Jerry Sandusky An entire film was made about the Catholic Church spending years trying to fend off reporters who wanted to get the truth out about rampant sexual abuse by priests In many cases campus rape stories include bystanders who don t intervene when a clearly intoxicated woman is taken home by a less intoxicated man ,0,29
029-0000046-8,I am the young man full of strength and hope Tangled in that ancient endless chain Of profit power gain of grab the land Of grab the gold Of grab the ways of satisfying need Of work the men Of take the pay Of owning everything for one s own greed ,0,29
